asset_level,asset_id,display_name,parent_id,capacity_mw,horizon,business_name,usage,technique_short,technique_full,level_adjustment,aggregation_method,model_artifact,inputs,primary_metrics,visuals,update_frequency,plain_language_explanation,why_this_technique
block,PAV_S6_B05,Hub 6 Block 5,PAV_HUB_6,50,2hour,Intraday forecast / reserve planning,"Support intraday schedule revision, reserve planning, and ramp-risk decisions later today.",Physical weather-to-power + Gaussian residual,"Convert short-horizon weather/resource drivers to power using physical PV/wind model, then apply learned residual distribution and event widening.",Block model: use direct SCADA and local sensor tags for diagnostics.,direct_block_forecast,PV_PHYSICAL_GAUSS_RESIDUAL_V2,NWP short horizon|SCADA history|POA/GHI or wind speed|availability|local_limit_mw|historical residual regime,RMSE|nMAE|P10-P90 coverage|bias|ramp_amplitude_error,fan chart|residual distribution|event timeline|driver-vs-power chart,Every 15 minutes,"For Hub 6 Block 5, use direct block-level Physical weather-to-power + Gaussian residual for inverter/sensor/local issue diagnosis.","At 2 hours, weather/resource drivers become more important than pure persistence."
block,PAV_S6_B05,Hub 6 Block 5,PAV_HUB_6,50,40hour,Day-ahead probabilistic forecast,"Day-ahead schedule, commitment, grid planning, and uncertainty communication.",NWP ensemble weather-to-power + quantile calibration,"Use ensemble weather forecasts, physical conversion, quantile mapping, historical calibration and reliability checks.",Block model: use direct SCADA and local sensor tags for diagnostics.,direct_block_forecast,PV_DA_ENSEMBLE_QMAP_V2,NWP ensemble members|plant physical model|historical calibration|hour-of-day|seasonal regime,MAE|RMSE|bias|reliability|rank_histogram|coverage,reliability diagram|rank histogram|daily fan chart|bias by hour,NWP issue cycle / hourly refresh if available,"For Hub 6 Block 5, use direct block-level NWP ensemble weather-to-power + quantile calibration for inverter/sensor/local issue diagnosis.","Day-ahead uncertainty is dominated by weather forecast uncertainty, so ensemble calibration is more relevant."
block,PAV_S6_B05,Hub 6 Block 5,PAV_HUB_6,50,8day,Medium-range planning outlook,"Weekly planning, low-renewable risk windows, maintenance planning and reserve outlook.",Scenario ensemble + analog days + climatology band,"Generate scenario bands from medium-range ensemble, match historical analog days, and calibrate with climatology/regime statistics.",Block model: use direct SCADA and local sensor tags for diagnostics.,direct_block_forecast,PV_WEEKLY_SCENARIO_ANALOG_V1,medium-range ensemble|seasonal regime|historical analog days|availability plan|daily summaries,regime_accuracy|low_generation_risk_hit|weekly_coverage|scenario_spread|bias,weekly scenario band|regime calendar|risk heatmap,Daily,"For Hub 6 Block 5, use direct block-level Scenario ensemble + analog days + climatology band for inverter/sensor/local issue diagnosis.","At 8 days, exact minute-level output is unrealistic; broad regime and scenario risk are more useful."
hub,PAV_HUB_7,Hub / Segment 7,SOL_PAVAGADA,250,5min,Real-time nowcast / control-room forecast,"Immediate ramp warning, SCADA response, operator action in the next few minutes.",Persistence + ramp-rate correction,"Naive persistence baseline corrected by recent ramp-rate, SCADA quality gate, and live resource driver movement.",Hub model: use hub-specific sensors and event flags before aggregating child blocks.,sum_child_blocks_with_hub_sensor_adjustment,PV_NOWCAST_RAMP_V2,actual_mw|possible_power_mw|ramp_rate_mw_min|scada_quality|poa_wm2 / hub_height_wind_speed_ms|local_limit_mw,rolling_nMAE|ramp_hit_rate|lead_time_minutes|phase_error_minutes|SCADA freshness,live replay fan chart|ramp marker timeline|SCADA quality strip,Every 5 minutes,"For Hub / Segment 7, use hub-specific Persistence + ramp-rate correction so local cloud/curtailment effects are visible.","At 5 minutes, the latest actual power and ramp-rate are usually more useful than a complex long-horizon weather model."
hub,PAV_HUB_7,Hub / Segment 7,SOL_PAVAGADA,250,15min,Intra-hour dispatch correction,Correct the current dispatch block and detect fast intra-hour ramps.,Persistence + physical blend,Blend latest SCADA persistence with physical resource-to-power conversion and short residual correction.,Hub model: use hub-specific sensors and event flags before aggregating child blocks.,sum_child_blocks_with_hub_sensor_adjustment,PV_INTRA_BLOCK_BLEND_V2,actual_mw|recent_residual|poa_wm2 / wind_speed|cloud_obstruction_probability|availability_pct,nMAE|coverage|ramp_hit_rate|false_alarm_rate|amplitude_error_mw,fan chart|driver chart|ramp small multiples,Every 5 or 15 minutes,"For Hub / Segment 7, use hub-specific Persistence + physical blend so local cloud/curtailment effects are visible.","At 15 minutes, both recent actual power and near-term resource movement matter."
hub,PAV_HUB_7,Hub / Segment 7,SOL_PAVAGADA,250,2hour,Intraday forecast / reserve planning,"Support intraday schedule revision, reserve planning, and ramp-risk decisions later today.",Physical weather-to-power + Gaussian residual,"Convert short-horizon weather/resource drivers to power using physical PV/wind model, then apply learned residual distribution and event widening.",Hub model: use hub-specific sensors and event flags before aggregating child blocks.,sum_child_blocks_with_hub_sensor_adjustment,PV_PHYSICAL_GAUSS_RESIDUAL_V2,NWP short horizon|SCADA history|POA/GHI or wind speed|availability|local_limit_mw|historical residual regime,RMSE|nMAE|P10-P90 coverage|bias|ramp_amplitude_error,fan chart|residual distribution|event timeline|driver-vs-power chart,Every 15 minutes,"For Hub / Segment 7, use hub-specific Physical weather-to-power + Gaussian residual so local cloud/curtailment effects are visible.","At 2 hours, weather/resource drivers become more important than pure persistence."
hub,PAV_HUB_7,Hub / Segment 7,SOL_PAVAGADA,250,40hour,Day-ahead probabilistic forecast,"Day-ahead schedule, commitment, grid planning, and uncertainty communication.",NWP ensemble weather-to-power + quantile calibration,"Use ensemble weather forecasts, physical conversion, quantile mapping, historical calibration and reliability checks.",Hub model: use hub-specific sensors and event flags before aggregating child blocks.,sum_child_blocks_with_hub_sensor_adjustment,PV_DA_ENSEMBLE_QMAP_V2,NWP ensemble members|plant physical model|historical calibration|hour-of-day|seasonal regime,MAE|RMSE|bias|reliability|rank_histogram|coverage,reliability diagram|rank histogram|daily fan chart|bias by hour,NWP issue cycle / hourly refresh if available,"For Hub / Segment 7, use hub-specific NWP ensemble weather-to-power + quantile calibration so local cloud/curtailment effects are visible.","Day-ahead uncertainty is dominated by weather forecast uncertainty, so ensemble calibration is more relevant."
hub,PAV_HUB_7,Hub / Segment 7,SOL_PAVAGADA,250,8day,Medium-range planning outlook,"Weekly planning, low-renewable risk windows, maintenance planning and reserve outlook.",Scenario ensemble + analog days + climatology band,"Generate scenario bands from medium-range ensemble, match historical analog days, and calibrate with climatology/regime statistics.",Hub model: use hub-specific sensors and event flags before aggregating child blocks.,sum_child_blocks_with_hub_sensor_adjustment,PV_WEEKLY_SCENARIO_ANALOG_V1,medium-range ensemble|seasonal regime|historical analog days|availability plan|daily summaries,regime_accuracy|low_generation_risk_hit|weekly_coverage|scenario_spread|bias,weekly scenario band|regime calendar|risk heatmap,Daily,"For Hub / Segment 7, use hub-specific Scenario ensemble + analog days + climatology band so local cloud/curtailment effects are visible.","At 8 days, exact minute-level output is unrealistic; broad regime and scenario risk are more useful."
block,PAV_S7_B01,Hub 7 Block 1,PAV_HUB_7,50,5min,Real-time nowcast / control-room forecast,"Immediate ramp warning, SCADA response, operator action in the next few minutes.",Persistence + ramp-rate correction,"Naive persistence baseline corrected by recent ramp-rate, SCADA quality gate, and live resource driver movement.",Block model: use direct SCADA and local sensor tags for diagnostics.,direct_block_forecast,PV_NOWCAST_RAMP_V2,actual_mw|possible_power_mw|ramp_rate_mw_min|scada_quality|poa_wm2 / hub_height_wind_speed_ms|local_limit_mw,rolling_nMAE|ramp_hit_rate|lead_time_minutes|phase_error_minutes|SCADA freshness,live replay fan chart|ramp marker timeline|SCADA quality strip,Every 5 minutes,"For Hub 7 Block 1, use direct block-level Persistence + ramp-rate correction for inverter/sensor/local issue diagnosis.","At 5 minutes, the latest actual power and ramp-rate are usually more useful than a complex long-horizon weather model."
block,PAV_S7_B01,Hub 7 Block 1,PAV_HUB_7,50,15min,Intra-hour dispatch correction,Correct the current dispatch block and detect fast intra-hour ramps.,Persistence + physical blend,Blend latest SCADA persistence with physical resource-to-power conversion and short residual correction.,Block model: use direct SCADA and local sensor tags for diagnostics.,direct_block_forecast,PV_INTRA_BLOCK_BLEND_V2,actual_mw|recent_residual|poa_wm2 / wind_speed|cloud_obstruction_probability|availability_pct,nMAE|coverage|ramp_hit_rate|false_alarm_rate|amplitude_error_mw,fan chart|driver chart|ramp small multiples,Every 5 or 15 minutes,"For Hub 7 Block 1, use direct block-level Persistence + physical blend for inverter/sensor/local issue diagnosis.","At 15 minutes, both recent actual power and near-term resource movement matter."
block,PAV_S7_B01,Hub 7 Block 1,PAV_HUB_7,50,2hour,Intraday forecast / reserve planning,"Support intraday schedule revision, reserve planning, and ramp-risk decisions later today.",Physical weather-to-power + Gaussian residual,"Convert short-horizon weather/resource drivers to power using physical PV/wind model, then apply learned residual distribution and event widening.",Block model: use direct SCADA and local sensor tags for diagnostics.,direct_block_forecast,PV_PHYSICAL_GAUSS_RESIDUAL_V2,NWP short horizon|SCADA history|POA/GHI or wind speed|availability|local_limit_mw|historical residual regime,RMSE|nMAE|P10-P90 coverage|bias|ramp_amplitude_error,fan chart|residual distribution|event timeline|driver-vs-power chart,Every 15 minutes,"For Hub 7 Block 1, use direct block-level Physical weather-to-power + Gaussian residual for inverter/sensor/local issue diagnosis.","At 2 hours, weather/resource drivers become more important than pure persistence."
block,PAV_S7_B01,Hub 7 Block 1,PAV_HUB_7,50,40hour,Day-ahead probabilistic forecast,"Day-ahead schedule, commitment, grid planning, and uncertainty communication.",NWP ensemble weather-to-power + quantile calibration,"Use ensemble weather forecasts, physical conversion, quantile mapping, historical calibration and reliability checks.",Block model: use direct SCADA and local sensor tags for diagnostics.,direct_block_forecast,PV_DA_ENSEMBLE_QMAP_V2,NWP ensemble members|plant physical model|historical calibration|hour-of-day|seasonal regime,MAE|RMSE|bias|reliability|rank_histogram|coverage,reliability diagram|rank histogram|daily fan chart|bias by hour,NWP issue cycle / hourly refresh if available,"For Hub 7 Block 1, use direct block-level NWP ensemble weather-to-power + quantile calibration for inverter/sensor/local issue diagnosis.","Day-ahead uncertainty is dominated by weather forecast uncertainty, so ensemble calibration is more relevant."
block,PAV_S7_B01,Hub 7 Block 1,PAV_HUB_7,50,8day,Medium-range planning outlook,"Weekly planning, low-renewable risk windows, maintenance planning and reserve outlook.",Scenario ensemble + analog days + climatology band,"Generate scenario bands from medium-range ensemble, match historical analog days, and calibrate with climatology/regime statistics.",Block model: use direct SCADA and local sensor tags for diagnostics.,direct_block_forecast,PV_WEEKLY_SCENARIO_ANALOG_V1,medium-range ensemble|seasonal regime|historical analog days|availability plan|daily summaries,regime_accuracy|low_generation_risk_hit|weekly_coverage|scenario_spread|bias,weekly scenario band|regime calendar|risk heatmap,Daily,"For Hub 7 Block 1, use direct block-level Scenario ensemble + analog days + climatology band for inverter/sensor/local issue diagnosis.","At 8 days, exact minute-level output is unrealistic; broad regime and scenario risk are more useful."
block,PAV_S7_B02,Hub 7 Block 2,PAV_HUB_7,50,5min,Real-time nowcast / control-room forecast,"Immediate ramp warning, SCADA response, operator action in the next few minutes.",Persistence + ramp-rate correction,"Naive persistence baseline corrected by recent ramp-rate, SCADA quality gate, and live resource driver movement.",Block model: use direct SCADA and local sensor tags for diagnostics.,direct_block_forecast,PV_NOWCAST_RAMP_V2,actual_mw|possible_power_mw|ramp_rate_mw_min|scada_quality|poa_wm2 / hub_height_wind_speed_ms|local_limit_mw,rolling_nMAE|ramp_hit_rate|lead_time_minutes|phase_error_minutes|SCADA freshness,live replay fan chart|ramp marker timeline|SCADA quality strip,Every 5 minutes,"For Hub 7 Block 2, use direct block-level Persistence + ramp-rate correction for inverter/sensor/local issue diagnosis.","At 5 minutes, the latest actual power and ramp-rate are usually more useful than a complex long-horizon weather model."
block,PAV_S7_B02,Hub 7 Block 2,PAV_HUB_7,50,15min,Intra-hour dispatch correction,Correct the current dispatch block and detect fast intra-hour ramps.,Persistence + physical blend,Blend latest SCADA persistence with physical resource-to-power conversion and short residual correction.,Block model: use direct SCADA and local sensor tags for diagnostics.,direct_block_forecast,PV_INTRA_BLOCK_BLEND_V2,actual_mw|recent_residual|poa_wm2 / wind_speed|cloud_obstruction_probability|availability_pct,nMAE|coverage|ramp_hit_rate|false_alarm_rate|amplitude_error_mw,fan chart|driver chart|ramp small multiples,Every 5 or 15 minutes,"For Hub 7 Block 2, use direct block-level Persistence + physical blend for inverter/sensor/local issue diagnosis.","At 15 minutes, both recent actual power and near-term resource movement matter."
block,PAV_S7_B02,Hub 7 Block 2,PAV_HUB_7,50,2hour,Intraday forecast / reserve planning,"Support intraday schedule revision, reserve planning, and ramp-risk decisions later today.",Physical weather-to-power + Gaussian residual,"Convert short-horizon weather/resource drivers to power using physical PV/wind model, then apply learned residual distribution and event widening.",Block model: use direct SCADA and local sensor tags for diagnostics.,direct_block_forecast,PV_PHYSICAL_GAUSS_RESIDUAL_V2,NWP short horizon|SCADA history|POA/GHI or wind speed|availability|local_limit_mw|historical residual regime,RMSE|nMAE|P10-P90 coverage|bias|ramp_amplitude_error,fan chart|residual distribution|event timeline|driver-vs-power chart,Every 15 minutes,"For Hub 7 Block 2, use direct block-level Physical weather-to-power + Gaussian residual for inverter/sensor/local issue diagnosis.","At 2 hours, weather/resource drivers become more important than pure persistence."
block,PAV_S7_B02,Hub 7 Block 2,PAV_HUB_7,50,40hour,Day-ahead probabilistic forecast,"Day-ahead schedule, commitment, grid planning, and uncertainty communication.",NWP ensemble weather-to-power + quantile calibration,"Use ensemble weather forecasts, physical conversion, quantile mapping, historical calibration and reliability checks.",Block model: use direct SCADA and local sensor tags for diagnostics.,direct_block_forecast,PV_DA_ENSEMBLE_QMAP_V2,NWP ensemble members|plant physical model|historical calibration|hour-of-day|seasonal regime,MAE|RMSE|bias|reliability|rank_histogram|coverage,reliability diagram|rank histogram|daily fan chart|bias by hour,NWP issue cycle / hourly refresh if available,"For Hub 7 Block 2, use direct block-level NWP ensemble weather-to-power + quantile calibration for inverter/sensor/local issue diagnosis.","Day-ahead uncertainty is dominated by weather forecast uncertainty, so ensemble calibration is more relevant."
block,PAV_S7_B02,Hub 7 Block 2,PAV_HUB_7,50,8day,Medium-range planning outlook,"Weekly planning, low-renewable risk windows, maintenance planning and reserve outlook.",Scenario ensemble + analog days + climatology band,"Generate scenario bands from medium-range ensemble, match historical analog days, and calibrate with climatology/regime statistics.",Block model: use direct SCADA and local sensor tags for diagnostics.,direct_block_forecast,PV_WEEKLY_SCENARIO_ANALOG_V1,medium-range ensemble|seasonal regime|historical analog days|availability plan|daily summaries,regime_accuracy|low_generation_risk_hit|weekly_coverage|scenario_spread|bias,weekly scenario band|regime calendar|risk heatmap,Daily,"For Hub 7 Block 2, use direct block-level Scenario ensemble + analog days + climatology band for inverter/sensor/local issue diagnosis.","At 8 days, exact minute-level output is unrealistic; broad regime and scenario risk are more useful."
block,PAV_S7_B03,Hub 7 Block 3,PAV_HUB_7,50,5min,Real-time nowcast / control-room forecast,"Immediate ramp warning, SCADA response, operator action in the next few minutes.",Persistence + ramp-rate correction,"Naive persistence baseline corrected by recent ramp-rate, SCADA quality gate, and live resource driver movement.",Block model: use direct SCADA and local sensor tags for diagnostics.,direct_block_forecast,PV_NOWCAST_RAMP_V2,actual_mw|possible_power_mw|ramp_rate_mw_min|scada_quality|poa_wm2 / hub_height_wind_speed_ms|local_limit_mw,rolling_nMAE|ramp_hit_rate|lead_time_minutes|phase_error_minutes|SCADA freshness,live replay fan chart|ramp marker timeline|SCADA quality strip,Every 5 minutes,"For Hub 7 Block 3, use direct block-level Persistence + ramp-rate correction for inverter/sensor/local issue diagnosis.","At 5 minutes, the latest actual power and ramp-rate are usually more useful than a complex long-horizon weather model."
block,PAV_S7_B03,Hub 7 Block 3,PAV_HUB_7,50,15min,Intra-hour dispatch correction,Correct the current dispatch block and detect fast intra-hour ramps.,Persistence + physical blend,Blend latest SCADA persistence with physical resource-to-power conversion and short residual correction.,Block model: use direct SCADA and local sensor tags for diagnostics.,direct_block_forecast,PV_INTRA_BLOCK_BLEND_V2,actual_mw|recent_residual|poa_wm2 / wind_speed|cloud_obstruction_probability|availability_pct,nMAE|coverage|ramp_hit_rate|false_alarm_rate|amplitude_error_mw,fan chart|driver chart|ramp small multiples,Every 5 or 15 minutes,"For Hub 7 Block 3, use direct block-level Persistence + physical blend for inverter/sensor/local issue diagnosis.","At 15 minutes, both recent actual power and near-term resource movement matter."
block,PAV_S7_B03,Hub 7 Block 3,PAV_HUB_7,50,2hour,Intraday forecast / reserve planning,"Support intraday schedule revision, reserve planning, and ramp-risk decisions later today.",Physical weather-to-power + Gaussian residual,"Convert short-horizon weather/resource drivers to power using physical PV/wind model, then apply learned residual distribution and event widening.",Block model: use direct SCADA and local sensor tags for diagnostics.,direct_block_forecast,PV_PHYSICAL_GAUSS_RESIDUAL_V2,NWP short horizon|SCADA history|POA/GHI or wind speed|availability|local_limit_mw|historical residual regime,RMSE|nMAE|P10-P90 coverage|bias|ramp_amplitude_error,fan chart|residual distribution|event timeline|driver-vs-power chart,Every 15 minutes,"For Hub 7 Block 3, use direct block-level Physical weather-to-power + Gaussian residual for inverter/sensor/local issue diagnosis.","At 2 hours, weather/resource drivers become more important than pure persistence."
block,PAV_S7_B03,Hub 7 Block 3,PAV_HUB_7,50,40hour,Day-ahead probabilistic forecast,"Day-ahead schedule, commitment, grid planning, and uncertainty communication.",NWP ensemble weather-to-power + quantile calibration,"Use ensemble weather forecasts, physical conversion, quantile mapping, historical calibration and reliability checks.",Block model: use direct SCADA and local sensor tags for diagnostics.,direct_block_forecast,PV_DA_ENSEMBLE_QMAP_V2,NWP ensemble members|plant physical model|historical calibration|hour-of-day|seasonal regime,MAE|RMSE|bias|reliability|rank_histogram|coverage,reliability diagram|rank histogram|daily fan chart|bias by hour,NWP issue cycle / hourly refresh if available,"For Hub 7 Block 3, use direct block-level NWP ensemble weather-to-power + quantile calibration for inverter/sensor/local issue diagnosis.","Day-ahead uncertainty is dominated by weather forecast uncertainty, so ensemble calibration is more relevant."
block,PAV_S7_B03,Hub 7 Block 3,PAV_HUB_7,50,8day,Medium-range planning outlook,"Weekly planning, low-renewable risk windows, maintenance planning and reserve outlook.",Scenario ensemble + analog days + climatology band,"Generate scenario bands from medium-range ensemble, match historical analog days, and calibrate with climatology/regime statistics.",Block model: use direct SCADA and local sensor tags for diagnostics.,direct_block_forecast,PV_WEEKLY_SCENARIO_ANALOG_V1,medium-range ensemble|seasonal regime|historical analog days|availability plan|daily summaries,regime_accuracy|low_generation_risk_hit|weekly_coverage|scenario_spread|bias,weekly scenario band|regime calendar|risk heatmap,Daily,"For Hub 7 Block 3, use direct block-level Scenario ensemble + analog days + climatology band for inverter/sensor/local issue diagnosis.","At 8 days, exact minute-level output is unrealistic; broad regime and scenario risk are more useful."
block,PAV_S7_B04,Hub 7 Block 4,PAV_HUB_7,50,5min,Real-time nowcast / control-room forecast,"Immediate ramp warning, SCADA response, operator action in the next few minutes.",Persistence + ramp-rate correction,"Naive persistence baseline corrected by recent ramp-rate, SCADA quality gate, and live resource driver movement.",Block model: use direct SCADA and local sensor tags for diagnostics.,direct_block_forecast,PV_NOWCAST_RAMP_V2,actual_mw|possible_power_mw|ramp_rate_mw_min|scada_quality|poa_wm2 / hub_height_wind_speed_ms|local_limit_mw,rolling_nMAE|ramp_hit_rate|lead_time_minutes|phase_error_minutes|SCADA freshness,live replay fan chart|ramp marker timeline|SCADA quality strip,Every 5 minutes,"For Hub 7 Block 4, use direct block-level Persistence + ramp-rate correction for inverter/sensor/local issue diagnosis.","At 5 minutes, the latest actual power and ramp-rate are usually more useful than a complex long-horizon weather model."
block,PAV_S7_B04,Hub 7 Block 4,PAV_HUB_7,50,15min,Intra-hour dispatch correction,Correct the current dispatch block and detect fast intra-hour ramps.,Persistence + physical blend,Blend latest SCADA persistence with physical resource-to-power conversion and short residual correction.,Block model: use direct SCADA and local sensor tags for diagnostics.,direct_block_forecast,PV_INTRA_BLOCK_BLEND_V2,actual_mw|recent_residual|poa_wm2 / wind_speed|cloud_obstruction_probability|availability_pct,nMAE|coverage|ramp_hit_rate|false_alarm_rate|amplitude_error_mw,fan chart|driver chart|ramp small multiples,Every 5 or 15 minutes,"For Hub 7 Block 4, use direct block-level Persistence + physical blend for inverter/sensor/local issue diagnosis.","At 15 minutes, both recent actual power and near-term resource movement matter."
block,PAV_S7_B04,Hub 7 Block 4,PAV_HUB_7,50,2hour,Intraday forecast / reserve planning,"Support intraday schedule revision, reserve planning, and ramp-risk decisions later today.",Physical weather-to-power + Gaussian residual,"Convert short-horizon weather/resource drivers to power using physical PV/wind model, then apply learned residual distribution and event widening.",Block model: use direct SCADA and local sensor tags for diagnostics.,direct_block_forecast,PV_PHYSICAL_GAUSS_RESIDUAL_V2,NWP short horizon|SCADA history|POA/GHI or wind speed|availability|local_limit_mw|historical residual regime,RMSE|nMAE|P10-P90 coverage|bias|ramp_amplitude_error,fan chart|residual distribution|event timeline|driver-vs-power chart,Every 15 minutes,"For Hub 7 Block 4, use direct block-level Physical weather-to-power + Gaussian residual for inverter/sensor/local issue diagnosis.","At 2 hours, weather/resource drivers become more important than pure persistence."
block,PAV_S7_B04,Hub 7 Block 4,PAV_HUB_7,50,40hour,Day-ahead probabilistic forecast,"Day-ahead schedule, commitment, grid planning, and uncertainty communication.",NWP ensemble weather-to-power + quantile calibration,"Use ensemble weather forecasts, physical conversion, quantile mapping, historical calibration and reliability checks.",Block model: use direct SCADA and local sensor tags for diagnostics.,direct_block_forecast,PV_DA_ENSEMBLE_QMAP_V2,NWP ensemble members|plant physical model|historical calibration|hour-of-day|seasonal regime,MAE|RMSE|bias|reliability|rank_histogram|coverage,reliability diagram|rank histogram|daily fan chart|bias by hour,NWP issue cycle / hourly refresh if available,"For Hub 7 Block 4, use direct block-level NWP ensemble weather-to-power + quantile calibration for inverter/sensor/local issue diagnosis.","Day-ahead uncertainty is dominated by weather forecast uncertainty, so ensemble calibration is more relevant."
block,PAV_S7_B04,Hub 7 Block 4,PAV_HUB_7,50,8day,Medium-range planning outlook,"Weekly planning, low-renewable risk windows, maintenance planning and reserve outlook.",Scenario ensemble + analog days + climatology band,"Generate scenario bands from medium-range ensemble, match historical analog days, and calibrate with climatology/regime statistics.",Block model: use direct SCADA and local sensor tags for diagnostics.,direct_block_forecast,PV_WEEKLY_SCENARIO_ANALOG_V1,medium-range ensemble|seasonal regime|historical analog days|availability plan|daily summaries,regime_accuracy|low_generation_risk_hit|weekly_coverage|scenario_spread|bias,weekly scenario band|regime calendar|risk heatmap,Daily,"For Hub 7 Block 4, use direct block-level Scenario ensemble + analog days + climatology band for inverter/sensor/local issue diagnosis.","At 8 days, exact minute-level output is unrealistic; broad regime and scenario risk are more useful."
block,PAV_S7_B05,Hub 7 Block 5,PAV_HUB_7,50,5min,Real-time nowcast / control-room forecast,"Immediate ramp warning, SCADA response, operator action in the next few minutes.",Persistence + ramp-rate correction,"Naive persistence baseline corrected by recent ramp-rate, SCADA quality gate, and live resource driver movement.",Block model: use direct SCADA and local sensor tags for diagnostics.,direct_block_forecast,PV_NOWCAST_RAMP_V2,actual_mw|possible_power_mw|ramp_rate_mw_min|scada_quality|poa_wm2 / hub_height_wind_speed_ms|local_limit_mw,rolling_nMAE|ramp_hit_rate|lead_time_minutes|phase_error_minutes|SCADA freshness,live replay fan chart|ramp marker timeline|SCADA quality strip,Every 5 minutes,"For Hub 7 Block 5, use direct block-level Persistence + ramp-rate correction for inverter/sensor/local issue diagnosis.","At 5 minutes, the latest actual power and ramp-rate are usually more useful than a complex long-horizon weather model."
block,PAV_S7_B05,Hub 7 Block 5,PAV_HUB_7,50,15min,Intra-hour dispatch correction,Correct the current dispatch block and detect fast intra-hour ramps.,Persistence + physical blend,Blend latest SCADA persistence with physical resource-to-power conversion and short residual correction.,Block model: use direct SCADA and local sensor tags for diagnostics.,direct_block_forecast,PV_INTRA_BLOCK_BLEND_V2,actual_mw|recent_residual|poa_wm2 / wind_speed|cloud_obstruction_probability|availability_pct,nMAE|coverage|ramp_hit_rate|false_alarm_rate|amplitude_error_mw,fan chart|driver chart|ramp small multiples,Every 5 or 15 minutes,"For Hub 7 Block 5, use direct block-level Persistence + physical blend for inverter/sensor/local issue diagnosis.","At 15 minutes, both recent actual power and near-term resource movement matter."
block,PAV_S7_B05,Hub 7 Block 5,PAV_HUB_7,50,2hour,Intraday forecast / reserve planning,"Support intraday schedule revision, reserve planning, and ramp-risk decisions later today.",Physical weather-to-power + Gaussian residual,"Convert short-horizon weather/resource drivers to power using physical PV/wind model, then apply learned residual distribution and event widening.",Block model: use direct SCADA and local sensor tags for diagnostics.,direct_block_forecast,PV_PHYSICAL_GAUSS_RESIDUAL_V2,NWP short horizon|SCADA history|POA/GHI or wind speed|availability|local_limit_mw|historical residual regime,RMSE|nMAE|P10-P90 coverage|bias|ramp_amplitude_error,fan chart|residual distribution|event timeline|driver-vs-power chart,Every 15 minutes,"For Hub 7 Block 5, use direct block-level Physical weather-to-power + Gaussian residual for inverter/sensor/local issue diagnosis.","At 2 hours, weather/resource drivers become more important than pure persistence."
block,PAV_S7_B05,Hub 7 Block 5,PAV_HUB_7,50,40hour,Day-ahead probabilistic forecast,"Day-ahead schedule, commitment, grid planning, and uncertainty communication.",NWP ensemble weather-to-power + quantile calibration,"Use ensemble weather forecasts, physical conversion, quantile mapping, historical calibration and reliability checks.",Block model: use direct SCADA and local sensor tags for diagnostics.,direct_block_forecast,PV_DA_ENSEMBLE_QMAP_V2,NWP ensemble members|plant physical model|historical calibration|hour-of-day|seasonal regime,MAE|RMSE|bias|reliability|rank_histogram|coverage,reliability diagram|rank histogram|daily fan chart|bias by hour,NWP issue cycle / hourly refresh if available,"For Hub 7 Block 5, use direct block-level NWP ensemble weather-to-power + quantile calibration for inverter/sensor/local issue diagnosis.","Day-ahead uncertainty is dominated by weather forecast uncertainty, so ensemble calibration is more relevant."
block,PAV_S7_B05,Hub 7 Block 5,PAV_HUB_7,50,8day,Medium-range planning outlook,"Weekly planning, low-renewable risk windows, maintenance planning and reserve outlook.",Scenario ensemble + analog days + climatology band,"Generate scenario bands from medium-range ensemble, match historical analog days, and calibrate with climatology/regime statistics.",Block model: use direct SCADA and local sensor tags for diagnostics.,direct_block_forecast,PV_WEEKLY_SCENARIO_ANALOG_V1,medium-range ensemble|seasonal regime|historical analog days|availability plan|daily summaries,regime_accuracy|low_generation_risk_hit|weekly_coverage|scenario_spread|bias,weekly scenario band|regime calendar|risk heatmap,Daily,"For Hub 7 Block 5, use direct block-level Scenario ensemble + analog days + climatology band for inverter/sensor/local issue diagnosis.","At 8 days, exact minute-level output is unrealistic; broad regime and scenario risk are more useful."
hub,PAV_HUB_8,Hub / Segment 8,SOL_PAVAGADA,300,5min,Real-time nowcast / control-room forecast,"Immediate ramp warning, SCADA response, operator action in the next few minutes.",Persistence + ramp-rate correction,"Naive persistence baseline corrected by recent ramp-rate, SCADA quality gate, and live resource driver movement.",Hub model: use hub-specific sensors and event flags before aggregating child blocks.,sum_child_blocks_with_hub_sensor_adjustment,PV_NOWCAST_RAMP_V2,actual_mw|possible_power_mw|ramp_rate_mw_min|scada_quality|poa_wm2 / hub_height_wind_speed_ms|local_limit_mw,rolling_nMAE|ramp_hit_rate|lead_time_minutes|phase_error_minutes|SCADA freshness,live replay fan chart|ramp marker timeline|SCADA quality strip,Every 5 minutes,"For Hub / Segment 8, use hub-specific Persistence + ramp-rate correction so local cloud/curtailment effects are visible.","At 5 minutes, the latest actual power and ramp-rate are usually more useful than a complex long-horizon weather model."
